altitude_km,density_kg_m3,density_H2only_kg_m3,nH2_m-3,temperature_K,lat_deg,lon_deg,radius_km,data_type,occultation,source_file
2609.2,9.48307662139062e-15,9.256027064491443e-15,2765100000000.0,459.05,-45.81,55.76,59517.6,FM,ST89,EUV2017_195_08_35_55_ST89
2625.48,8.706967171670648e-15,8.498499696694831e-15,2538800000000.0,459.63,-45.82,55.84,59533.42,FM,ST89,EUV2017_195_08_35_55_ST89
2641.71,7.99773414382226e-15,7.806247555022981e-15,2332000000000.0,460.2,-45.82,55.92,59549.25,FM,ST89,EUV2017_195_08_35_55_ST89
2657.96,7.346803637605508e-15,7.170902020741952e-15,2142200000000.0,460.76,-45.83,56.0,59565.07,FM,ST89,EUV2017_195_08_35_55_ST89
2674.17,6.751432004943611e-15,6.589785135856879e-15,1968600000000.0,461.3,-45.83,56.09,59580.9,FM,ST89,EUV2017_195_08_35_55_ST89
2690.45,6.203388301606219e-15,6.054863026383177e-15,1808800000000.0,461.84,-45.84,56.17,59596.72,FM,ST89,EUV2017_195_08_35_55_ST89
2706.68,5.701986615574138e-15,5.565466202822131e-15,1662600000000.0,462.36,-45.84,56.25,59612.55,FM,ST89,EUV2017_195_08_35_55_ST89
2722.93,5.2413966946842025e-15,5.115904004434658e-15,1528300000000.0,462.87,-45.85,56.34,59628.38,FM,ST89,EUV2017_195_08_35_55_ST89
2739.14,4.819903758888424e-15,4.7045027074739705e-15,1405400000000.0,463.37,-45.85,56.42,59644.2,FM,ST89,EUV2017_195_08_35_55_ST89
2755.41,4.4316775560236384e-15,4.325571651200985e-15,1292200000000.0,463.86,-45.86,56.5,59660.03,FM,ST89,EUV2017_195_08_35_55_ST89
2771.65,4.07603217407065e-15,3.9784413461169866e-15,1188500000000.0,464.33,-45.86,56.58,59675.86,FM,ST89,EUV2017_195_08_35_55_ST89
2787.89,3.74953805293348e-15,3.6597643447283985e-15,1093300000000.0,464.8,-45.87,56.67,59691.68,FM,ST89,EUV2017_195_08_35_55_ST89
2804.15,3.4491085885257487e-15,3.366527944291e-15,1005700000000.0,465.26,-45.87,56.75,59707.51,FM,ST89,EUV2017_195_08_35_55_ST89
2820.37,3.174160755631139e-15,3.0981630787308834e-15,925530000000.0,465.71,-45.88,56.83,59723.34,FM,ST89,EUV2017_195_08_35_55_ST89
2836.61,2.9212992897546316e-15,2.8513557750294066e-15,851800000000.0,466.14,-45.88,56.92,59739.17,FM,ST89,EUV2017_195_08_35_55_ST89
2852.85,2.6887751152472775e-15,2.6243988349648444e-15,784000000000.0,466.57,-45.89,57.0,59755.0,FM,ST89,EUV2017_195_08_35_55_ST89
2869.11,2.474976338863967e-15,2.4157189582152163e-15,721660000000.0,466.99,-45.89,57.08,59770.83,FM,ST89,EUV2017_195_08_35_55_ST89
2885.33,2.2789426837778267e-15,2.2243788594823206e-15,664500000000.0,467.4,-45.9,57.16,59786.66,FM,ST89,EUV2017_195_08_35_55_ST89
2901.56,2.098582118330308e-15,2.048336595795074e-15,611910000000.0,467.79,-45.9,57.25,59802.48,FM,ST89,EUV2017_195_08_35_55_ST89
2917.8,1.93266000088686e-15,1.8863870860557894e-15,563530000000.0,468.19,-45.91,57.33,59818.31,FM,ST89,EUV2017_195_08_35_55_ST89
2934.06,1.7799759854138898e-15,1.7373587236417142e-15,519010000000.0,468.57,-45.91,57.41,59834.14,FM,ST89,EUV2017_195_08_35_55_ST89
2950.33,1.6394669082816436e-15,1.6002137998298397e-15,478040000000.0,468.94,-45.91,57.5,59849.97,FM,ST89,EUV2017_195_08_35_55_ST89
2966.56,1.5105154486728456e-15,1.4743497740713216e-15,440440000000.0,469.31,-45.92,57.58,59865.8,FM,ST89,EUV2017_195_08_35_55_ST89
2982.8,1.3918183737510238e-15,1.3584946163186006e-15,405830000000.0,469.66,-45.92,57.66,59881.63,FM,ST89,EUV2017_195_08_35_55_ST89
2999.01,1.2828612495017814e-15,1.25214620944764e-15,374060000000.0,470.01,-45.93,57.74,59897.47,FM,ST89,EUV2017_195_08_35_55_ST89
871.04,6.072379105939834e-09,5.9269905321285124e-09,1.7706e+18,178.12,-27.59,142.28,59617.34,INV,ST94,EUV2017_201_21_41_06_ST94
884.98,5.048998373299799e-09,4.9281122000449545e-09,1.4722e+18,179.57,-27.6,142.36,59630.44,INV,ST94,EUV2017_201_21_41_06_ST94
898.92,4.126103751471939e-09,4.02731407952322e-09,1.2031e+18,184.77,-27.6,142.44,59643.54,INV,ST94,EUV2017_201_21_41_06_ST94
912.93,3.414195666748686e-09,3.3324509288063802e-09,9.9552e+17,187.64,-27.61,142.53,59656.64,INV,ST94,EUV2017_201_21_41_06_ST94
926.88,2.8424537031480817e-09,2.774397957152057e-09,8.2881e+17,190.77,-27.62,142.61,59669.74,INV,ST94,EUV2017_201_21_41_06_ST94
940.84,2.3918095065364847e-09,2.3345433564959597e-09,6.9741e+17,194.03,-27.63,142.69,59682.84,INV,ST94,EUV2017_201_21_41_06_ST94
954.8,1.9785818105720144e-09,1.9312094079947935e-09,5.7692e+17,199.75,-27.64,142.77,59695.95,INV,ST94,EUV2017_201_21_41_06_ST94
968.76,1.6187180697009726e-09,1.579961742493695e-09,4.7199e+17,208.8,-27.65,142.86,59709.06,INV,ST94,EUV2017_201_21_41_06_ST94
982.73,1.322335486206496e-09,1.2906753300987182e-09,3.8557e+17,218.14,-27.66,142.94,59722.17,INV,ST94,EUV2017_201_21_41_06_ST94
996.71,1.101711885232188e-09,1.0753340328368707e-09,3.2124e+17,226.27,-27.67,143.02,59735.28,INV,ST94,EUV2017_201_21_41_06_ST94
1010.68,9.61374286104741e-10,9.38356481399675e-10,2.8032e+17,230.43,-27.68,143.1,59748.39,INV,ST94,EUV2017_201_21_41_06_ST94
1024.67,8.211052781792133e-10,8.014458789123509e-10,2.3942e+17,231.5,-27.69,143.19,59761.51,INV,ST94,EUV2017_201_21_41_06_ST94
1038.65,7.267237843378803e-10,7.093241238890952e-10,2.119e+17,228.43,-27.7,143.27,59774.62,INV,ST94,EUV2017_201_21_41_06_ST94
1052.59,6.346743913618127e-10,6.194786331614721e-10,1.8506e+17,226.65,-27.71,143.35,59787.74,INV,ST94,EUV2017_201_21_41_06_ST94
1066.58,5.664261454518372e-10,5.528644280392777e-10,1.6516e+17,226.99,-27.72,143.43,59800.86,INV,ST94,EUV2017_201_21_41_06_ST94
1080.53,4.666259466588579e-10,4.554537059761693e-10,1.3606e+17,234.31,-27.73,143.52,59813.98,INV,ST94,EUV2017_201_21_41_06_ST94
1094.53,3.8387066154289257e-10,3.7467979795614164e-10,1.1193e+17,252.91,-27.74,143.6,59827.1,INV,ST94,EUV2017_201_21_41_06_ST94
1108.49,3.070073606718186e-10,2.996568047300803e-10,8.9518e+16,286.6,-27.75,143.68,59840.22,INV,ST94,EUV2017_201_21_41_06_ST94
1122.5,2.398051305911166e-10,2.340635710934271e-10,6.9923e+16,316.85,-27.76,143.77,59853.35,INV,ST94,EUV2017_201_21_41_06_ST94
1136.46,2.016787110041217e-10,1.968499973073248e-10,5.8806e+16,327.74,-27.77,143.85,59866.47,INV,ST94,EUV2017_201_21_41_06_ST94
1150.49,2.022548771002461e-10,1.9741236848624584e-10,5.8974e+16,313.55,-27.78,143.93,59879.6,INV,ST94,EUV2017_201_21_41_06_ST94
1164.46,2.0400738230929123e-10,1.9912291415546402e-10,5.9485e+16,291.72,-27.79,144.01,59892.73,INV,ST94,EUV2017_201_21_41_06_ST94
1178.43,1.886566713196907e-10,1.8413973917421063e-10,5.5009e+16,277.43,-27.8,144.1,59905.86,INV,ST94,EUV2017_201_21_41_06_ST94
1192.41,1.5862401355920548e-10,1.548261414729515e-10,4.6252e+16,280.13,-27.81,144.18,59918.99,INV,ST94,EUV2017_201_21_41_06_ST94
1206.4,1.3986431983420215e-10,1.3651560368308201e-10,4.0782e+16,292.36,-27.82,144.26,59932.13,INV,ST94,EUV2017_201_21_41_06_ST94
1220.39,1.2183512240964226e-10,1.189180722093445e-10,3.5525e+16,301.04,-27.83,144.34,59945.26,INV,ST94,EUV2017_201_21_41_06_ST94
1234.38,1.0789739017958496e-10,1.0531404559544512e-10,3.1461e+16,300.95,-27.84,144.43,59958.4,INV,ST94,EUV2017_201_21_41_06_ST94
1248.38,1.0045181521121526e-10,9.804673708688813e-11,2.929e+16,296.86,-27.85,144.51,59971.54,INV,ST94,EUV2017_201_21_41_06_ST94
1262.38,9.22620257020182e-11,9.00530324722248e-11,2.6902e+16,289.82,-27.86,144.59,59984.68,INV,ST94,EUV2017_201_21_41_06_ST94
1276.39,8.402422235147742e-11,8.201246359265139e-11,2.45e+16,285.36,-27.87,144.67,59997.82,INV,ST94,EUV2017_201_21_41_06_ST94
1290.35,7.451062264523259e-11,7.27266442454671e-11,2.1726e+16,286.82,-27.87,144.76,60010.97,INV,ST94,EUV2017_201_21_41_06_ST94
1304.36,6.517878962407464e-11,6.361823961544244e-11,1.9005e+16,295.37,-27.88,144.84,60024.11,INV,ST94,EUV2017_201_21_41_06_ST94
1318.39,5.6944415833629844e-11,5.55810181833626e-11,1.6604e+16,303.15,-27.89,144.92,60037.26,INV,ST94,EUV2017_201_21_41_06_ST94
1332.35,4.935136978113307e-11,4.8169769432581775e-11,1.439e+16,306.44,-27.9,145.01,60050.4,INV,ST94,EUV2017_201_21_41_06_ST94
1346.39,4.684779091106864e-11,4.5726132762270125e-11,1.366e+16,301.03,-27.91,145.09,60063.55,INV,ST94,EUV2017_201_21_41_06_ST94
1360.36,4.3150725127603634e-11,4.2117584364193465e-11,1.2582e+16,287.72,-27.92,145.17,60076.71,INV,ST94,EUV2017_201_21_41_06_ST94
1374.35,4.0678012298403007e-11,3.9704074721324004e-11,1.1861e+16,275.56,-27.93,145.25,60089.86,INV,ST94,EUV2017_201_21_41_06_ST94
1388.39,3.6589976663996436e-11,3.57139173089795e-11,1.0669e+16,284.96,-27.94,145.34,60103.01,INV,ST94,EUV2017_201_21_41_06_ST94
1402.38,2.985775019559031e-11,2.914287787908666e-11,8706000000000000.0,311.79,-27.95,145.42,60116.17,INV,ST94,EUV2017_201_21_41_06_ST94
1416.38,2.25428414668774e-11,2.2003107120034975e-11,6573100000000000.0,338.11,-27.96,145.5,60129.32,INV,ST94,EUV2017_201_21_41_06_ST94
1430.38,2.0196679405218393e-11,1.9713118289678533e-11,5889000000000000.0,352.6,-27.97,145.58,60142.48,INV,ST94,EUV2017_201_21_41_06_ST94
1444.39,2.0586620388131164e-11,2.0093723069698305e-11,6002700000000000.0,354.03,-27.98,145.67,60155.64,INV,ST94,EUV2017_201_21_41_06_ST94
1458.4,1.8324139592814036e-11,1.7885411958185157e-11,5343000000000000.0,346.34,-27.99,145.75,60168.8,INV,ST94,EUV2017_201_21_41_06_ST94
1472.42,1.592619117370575e-11,1.5544876670675694e-11,4643800000000000.0,341.32,-28.0,145.83,60181.97,INV,ST94,EUV2017_201_21_41_06_ST94
1486.44,1.5066743413653495e-11,1.4706006328785147e-11,4393200000000000.0,340.27,-28.01,145.91,60195.13,INV,ST94,EUV2017_201_21_41_06_ST94
1500.46,1.4808154582416702e-11,1.4453608787769395e-11,4317800000000000.0,327.08,-28.02,146.0,60208.3,INV,ST94,EUV2017_201_21_41_06_ST94
1514.49,1.3699034847377203e-11,1.3371044268346397e-11,3994400000000000.0,301.7,-28.03,146.08,60221.47,INV,ST94,EUV2017_201_21_41_06_ST94
1528.47,1.3272740527447053e-11,1.29549565448947e-11,3870100000000000.0,278.13,-28.04,146.16,60234.64,INV,ST94,EUV2017_201_21_41_06_ST94
1542.51,1.3045360693083667e-11,1.2733020776070505e-11,3803800000000000.0,274.42,-28.05,146.25,60247.81,INV,ST94,EUV2017_201_21_41_06_ST94
1556.56,1.0951614254488689e-11,1.0689404081241375e-11,3193300000000000.0,296.4,-28.06,146.33,60260.98,INV,ST94,EUV2017_201_21_41_06_ST94
1570.55,7.847176455608796e-12,7.659294610054924e-12,2288100000000000.0,330.69,-28.07,146.41,60274.15,INV,ST94,EUV2017_201_21_41_06_ST94
1584.6,6.330624981167028e-12,6.179053328394906e-12,1845900000000000.0,365.27,-28.08,146.49,60287.33,INV,ST94,EUV2017_201_21_41_06_ST94
1598.6,6.468150341015772e-12,6.313285972887368e-12,1886000000000000.0,374.6,-28.08,146.58,60300.5,INV,ST94,EUV2017_201_21_41_06_ST94
1612.61,5.970521171089268e-12,5.827571341569258e-12,1740900000000000.0,357.59,-28.09,146.66,60313.68,INV,ST94,EUV2017_201_21_41_06_ST94
1626.68,5.669062838652743e-12,5.533330706883786e-12,1653000000000000.0,340.57,-28.1,146.74,60326.86,INV,ST94,EUV2017_201_21_41_06_ST94
1640.69,5.356629913909085e-12,5.228378240218866e-12,1561900000000000.0,318.23,-28.11,146.82,60340.04,INV,ST94,EUV2017_201_21_41_06_ST94
1654.71,5.112102279065806e-12,4.989705233926782e-12,1490600000000000.0,289.67,-28.12,146.91,60353.23,INV,ST94,EUV2017_201_21_41_06_ST94
1668.74,5.294554876171872e-12,5.167789440585111e-12,1543800000000000.0,273.94,-28.13,146.99,60366.41,INV,ST94,EUV2017_201_21_41_06_ST94
1682.77,4.251625650984758e-12,4.149830657788161e-12,1239700000000000.0,279.36,-28.14,147.07,60379.6,INV,ST94,EUV2017_201_21_41_06_ST94
1696.8,3.693636223369028e-12,3.6052009505830837e-12,1077000000000000.0,306.82,-28.15,147.16,60392.78,INV,ST94,EUV2017_201_21_41_06_ST94
1710.84,3.873002216388713e-12,3.780272454497193e-12,1129300000000000.0,349.15,-28.16,147.24,60405.97,INV,ST94,EUV2017_201_21_41_06_ST94
1724.89,3.500894945975027e-12,3.417074401444022e-12,1020800000000000.0,375.52,-28.17,147.32,60419.16,INV,ST94,EUV2017_201_21_41_06_ST94
1738.88,3.239493875459533e-12,3.161931953483537e-12,944580000000000.0,383.87,-28.18,147.4,60432.35,INV,ST94,EUV2017_201_21_41_06_ST94
1752.94,2.0795823553985862e-12,2.029791736680654e-12,606370000000000.0,381.33,-28.19,147.49,60445.55,INV,ST94,EUV2017_201_21_41_06_ST94
1766.99,5.388867778811284e-13,5.259844246658495e-13,157130000000000.0,378.52,-28.2,147.57,60458.74,INV,ST94,EUV2017_201_21_41_06_ST94
1781.0,8.033744524830036e-13,7.841395753705547e-13,234250000000000.0,377.54,-28.21,147.65,60471.94,INV,ST94,EUV2017_201_21_41_06_ST94
1795.07,1.3725442460116238e-12,1.3396819614046945e-12,400210000000000.0,377.65,-28.22,147.73,60485.14,INV,ST94,EUV2017_201_21_41_06_ST94
1809.09,2.072757530807589e-12,2.023130316168435e-12,604380000000000.0,377.88,-28.23,147.82,60498.33,INV,ST94,EUV2017_201_21_41_06_ST94
1823.17,2.360291849254441e-12,2.3037803140299815e-12,688220000000000.0,377.94,-28.24,147.9,60511.54,INV,ST94,EUV2017_201_21_41_06_ST94
1837.19,1.1795971950118638e-12,1.1513545654160182e-12,343950000000000.0,377.93,-28.25,147.98,60524.74,INV,ST94,EUV2017_201_21_41_06_ST94
1851.22,6.567950539808752e-13,6.410696694950477e-13,191510000000000.0,377.9,-28.25,148.06,60537.94,INV,ST94,EUV2017_201_21_41_06_ST94
1865.26,1.0960188154728634e-12,1.0697772699975319e-12,319580000000000.0,377.89,-28.26,148.15,60551.15,INV,ST94,EUV2017_201_21_41_06_ST94
1879.3,8.691877107248343e-13,8.48377092772309e-13,253440000000000.0,377.86,-28.27,148.23,60564.35,INV,ST94,EUV2017_201_21_41_06_ST94
1893.4,9.259126347123215e-13,9.037438743160825e-13,269980000000000.0,377.85,-28.28,148.31,60577.56,INV,ST94,EUV2017_201_21_41_06_ST94
1907.45,7.727141852249543e-13,7.542133947779708e-13,225310000000000.0,377.84,-28.29,148.4,60590.77,INV,ST94,EUV2017_201_21_41_06_ST94
1921.45,8.092047046461673e-13,7.898302361096365e-13,235950000000000.0,377.82,-28.3,148.48,60603.98,INV,ST94,EUV2017_201_21_41_06_ST94
1935.51,7.996019363774271e-13,7.804573831276193e-13,233150000000000.0,377.82,-28.31,148.56,60617.19,INV,ST94,EUV2017_201_21_41_06_ST94
1949.58,5.316161104776538e-13,5.18887835979465e-13,155010000000000.0,377.79,-28.32,148.64,60630.41,INV,ST94,EUV2017_201_21_41_06_ST94
1963.65,5.801443858357519e-13,5.662542180135882e-13,169160000000000.0,377.77,-28.33,148.73,60643.62,INV,ST94,EUV2017_201_21_41_06_ST94
1977.72,3.7711442815381463e-13,3.6808532639379376e-13,109960000000000.0,377.75,-28.34,148.81,60656.84,INV,ST94,EUV2017_201_21_41_06_ST94
1991.75,2.9261692650909213e-13,2.8561091504702866e-13,85322000000000.0,377.74,-28.35,148.89,60670.06,INV,ST94,EUV2017_201_21_41_06_ST94
2005.83,4.654598962262252e-13,4.5431557382835293e-13,135720000000000.0,366.33,-28.36,148.97,60683.28,FM,ST94,EUV2017_201_21_41_06_ST94
2019.86,4.2711741435318363e-13,4.168911108501553e-13,124540000000000.0,366.92,-28.37,149.06,60696.5,FM,ST94,EUV2017_201_21_41_06_ST94
2033.96,3.9186153656652293e-13,3.824793506161775e-13,114260000000000.0,367.5,-28.38,149.14,60709.72,FM,ST94,EUV2017_201_21_41_06_ST94
2048.0,3.59692262866243e-13,3.5108029312641954e-13,104880000000000.0,368.06,-28.39,149.22,60722.95,FM,ST94,EUV2017_201_21_41_06_ST94
2062.05,3.302426303220741e-13,3.223357614990686e-13,96293000000000.0,368.6,-28.4,149.3,60736.17,FM,ST94,EUV2017_201_21_41_06_ST94
2076.1,3.0325542192681793e-13,2.959946971721064e-13,88424000000000.0,369.12,-28.41,149.39,60749.4,FM,ST94,EUV2017_201_21_41_06_ST94
2090.22,2.7842883639202837e-13,2.717625247660981e-13,81185000000000.0,369.63,-28.41,149.47,60762.63,FM,ST94,EUV2017_201_21_41_06_ST94
2104.28,2.557663032778013e-13,2.4964259172853726e-13,74577000000000.0,370.12,-28.42,149.55,60775.86,FM,ST94,EUV2017_201_21_41_06_ST94
2118.35,2.349900282163625e-13,2.293637548124441e-13,68519000000000.0,370.59,-28.43,149.64,60789.09,FM,ST94,EUV2017_201_21_41_06_ST94
2132.42,2.1593539232310504e-13,2.1076533653812693e-13,62963000000000.0,371.05,-28.44,149.72,60802.32,FM,ST94,EUV2017_201_21_41_06_ST94
2146.44,1.9852694527591732e-13,1.93773693060727e-13,57887000000000.0,371.5,-28.45,149.8,60815.56,FM,ST94,EUV2017_201_21_41_06_ST94
2160.52,1.8248689270702507e-13,1.7811768113326452e-13,53210000000000.0,371.93,-28.46,149.88,60828.8,FM,ST94,EUV2017_201_21_41_06_ST94
2174.61,1.677672207750846e-13,1.6375043649082941e-13,48918000000000.0,372.35,-28.47,149.97,60842.03,FM,ST94,EUV2017_201_21_41_06_ST94
2188.7,1.5425818355702463e-13,1.5056484081362723e-13,44979000000000.0,372.76,-28.48,150.05,60855.27,FM,ST94,EUV2017_201_21_41_06_ST94
2202.74,1.4190490809130943e-13,1.3850733494176067e-13,41377000000000.0,373.15,-28.49,150.13,60868.51,FM,ST94,EUV2017_201_21_41_06_ST94
2216.85,1.3051190945246832e-13,1.2738711436809588e-13,38055000000000.0,373.53,-28.5,150.21,60881.75,FM,ST94,EUV2017_201_21_41_06_ST94
2230.9,1.2009290588088512e-13,1.172175688826071e-13,35017000000000.0,373.9,-28.51,150.3,60895.0,FM,ST94,EUV2017_201_21_41_06_ST94
2245.01,1.1048327849195287e-13,1.0783802100560264e-13,32215000000000.0,374.26,-28.52,150.38,60908.24,FM,ST94,EUV2017_201_21_41_06_ST94
2259.07,1.0168645684576759e-13,9.925181818457608e-14,29650000000000.0,374.6,-28.53,150.46,60921.49,FM,ST94,EUV2017_201_21_41_06_ST94
2273.13,9.360298369954586e-14,9.136188444221365e-14,27293000000000.0,374.94,-28.54,150.55,60934.74,FM,ST94,EUV2017_201_21_41_06_ST94
2287.26,8.614369049079224e-14,8.408118614368235e-14,25118000000000.0,375.27,-28.54,150.63,60947.99,FM,ST94,EUV2017_201_21_41_06_ST94
2301.34,7.931200677960273e-14,7.741307073647576e-14,23126000000000.0,375.58,-28.55,150.71,60961.24,FM,ST94,EUV2017_201_21_41_06_ST94
2315.42,7.30324822438658e-14,7.128389437573516e-14,21295000000000.0,375.88,-28.56,150.79,60974.49,FM,ST94,EUV2017_201_21_41_06_ST94
2329.5,6.725710304223771e-14,6.564679279655047e-14,19611000000000.0,376.18,-28.57,150.88,60987.74,FM,ST94,EUV2017_201_21_41_06_ST94
2343.59,6.194471445356674e-14,6.046159662899875e-14,18062000000000.0,376.47,-28.58,150.96,61001.0,FM,ST94,EUV2017_201_21_41_06_ST94
2357.69,5.705759131679715e-14,5.5691483950650665e-14,16637000000000.0,376.74,-28.59,151.04,61014.25,FM,ST94,EUV2017_201_21_41_06_ST94
2371.73,5.2578585831449e-14,5.131971752403831e-14,15331000000000.0,377.01,-28.6,151.12,61027.51,FM,ST94,EUV2017_201_21_41_06_ST94
2385.84,4.843910679560274e-14,4.727934839929013e-14,14124000000000.0,377.27,-28.61,151.21,61040.77,FM,ST94,EUV2017_201_21_41_06_ST94
2399.95,4.463229508906642e-14,4.356368168141899e-14,13014000000000.0,377.52,-28.62,151.29,61054.03,FM,ST94,EUV2017_201_21_41_06_ST94
2414.01,4.1141002911360135e-14,4.0155980132956984e-14,11996000000000.0,377.76,-28.63,151.37,61067.29,FM,ST94,EUV2017_201_21_41_06_ST94
2428.13,3.791035730094822e-14,3.7002684594006875e-14,11054000000000.0,378.0,-28.64,151.45,61080.56,FM,ST94,EUV2017_201_21_41_06_ST94
2442.2,3.4950646938118635e-14,3.41138374070494e-14,10191000000000.0,378.23,-28.65,151.54,61093.82,FM,ST94,EUV2017_201_21_41_06_ST94
2456.33,3.2213857981527656e-14,3.144257430717447e-14,9393000000000.0,378.45,-28.66,151.62,61107.09,FM,ST94,EUV2017_201_21_41_06_ST94
2470.41,2.9703419991271265e-14,2.899224274187566e-14,8661000000000.0,378.66,-28.67,151.7,61120.36,FM,ST94,EUV2017_201_21_41_06_ST94
2484.49,2.739086761855285e-14,2.6735058896956282e-14,7986700000000.0,378.87,-28.67,151.79,61133.63,FM,ST94,EUV2017_201_21_41_06_ST94
2498.64,2.5251850986690952e-14,2.4647255895211926e-14,7363000000000.0,379.07,-28.68,151.87,61146.9,FM,ST94,EUV2017_201_21_41_06_ST94
2512.74,2.3289113743762358e-14,2.2731511694637463e-14,6790700000000.0,379.26,-28.69,151.95,61160.17,FM,ST94,EUV2017_201_21_41_06_ST94
2526.84,2.1480706705152804e-14,2.096640263127399e-14,6263400000000.0,379.45,-28.7,152.03,61173.44,FM,ST94,EUV2017_201_21_41_06_ST94
2540.94,1.9813940498507172e-14,1.9339543149395273e-14,5777400000000.0,379.63,-28.71,152.12,61186.72,FM,ST94,EUV2017_201_21_41_06_ST94
2555.05,1.8277840531518325e-14,1.784022141702186e-14,5329500000000.0,379.81,-28.72,152.2,61199.99,FM,ST94,EUV2017_201_21_41_06_ST94
2569.11,1.6867605420051895e-14,1.646375100766275e-14,4918300000000.0,379.98,-28.73,152.28,61213.27,FM,ST94,EUV2017_201_21_41_06_ST94
2583.23,1.5561971891512813e-14,1.5189377746857752e-14,4537600000000.0,380.15,-28.74,152.36,61226.55,FM,ST94,EUV2017_201_21_41_06_ST94
2597.36,1.43585392538339e-14,1.401475842136137e-14,4186700000000.0,380.31,-28.75,152.45,61239.83,FM,ST94,EUV2017_201_21_41_06_ST94
2611.49,1.3248733606775201e-14,1.2931524412439656e-14,3863100000000.0,380.46,-28.76,152.53,61253.11,FM,ST94,EUV2017_201_21_41_06_ST94
2625.56,1.222946834625034e-14,1.1936663017348391e-14,3565900000000.0,380.61,-28.77,152.61,61266.4,FM,ST94,EUV2017_201_21_41_06_ST94
2639.71,1.1285653407837011e-14,1.1015445467115834e-14,3290700000000.0,380.76,-28.78,152.69,61279.68,FM,ST94,EUV2017_201_21_41_06_ST94
2653.79,1.0418660615573603e-14,1.0169210740739414e-14,3037900000000.0,380.9,-28.79,152.78,61292.97,FM,ST94,EUV2017_201_21_41_06_ST94
2667.89,9.618887201191378e-15,9.388585985237117e-15,2804700000000.0,381.03,-28.79,152.86,61306.26,FM,ST94,EUV2017_201_21_41_06_ST94
2682.05,8.877759264450387e-15,8.665202581874996e-15,2588600000000.0,381.16,-28.8,152.94,61319.55,FM,ST94,EUV2017_201_21_41_06_ST94
2696.15,8.196991585398621e-15,8.000734254399841e-15,2390100000000.0,381.29,-28.81,153.03,61332.84,FM,ST94,EUV2017_201_21_41_06_ST94
2710.26,7.569039131824926e-15,7.387816618325781e-15,2207000000000.0,381.41,-28.82,153.11,61346.13,FM,ST94,EUV2017_201_21_41_06_ST94
2724.37,6.9894434756045305e-15,6.822097991911165e-15,2038000000000.0,381.53,-28.83,153.19,61359.42,FM,ST94,EUV2017_201_21_41_06_ST94
2738.49,6.454432100631858e-15,6.299896182913058e-15,1882000000000.0,381.65,-28.84,153.27,61372.72,FM,ST94,EUV2017_201_21_41_06_ST94
2752.62,5.96057544681093e-15,5.817863743837883e-15,1738000000000.0,381.76,-28.85,153.36,61386.02,FM,ST94,EUV2017_201_21_41_06_ST94
2766.75,5.505129866064963e-15,5.3733227166907764e-15,1605200000000.0,381.87,-28.86,153.44,61399.31,FM,ST94,EUV2017_201_21_41_06_ST94
2780.89,5.084322842288379e-15,4.962590909228804e-15,1482500000000.0,381.97,-28.87,153.52,61412.61,FM,ST94,EUV2017_201_21_41_06_ST94
2794.97,4.6978114194715826e-15,4.585333576702607e-15,1369800000000.0,382.07,-28.88,153.6,61425.91,FM,ST94,EUV2017_201_21_41_06_ST94
2809.11,4.3390794334322135e-15,4.235190568874389e-15,1265200000000.0,382.17,-28.89,153.69,61439.22,FM,ST94,EUV2017_201_21_41_06_ST94
2823.21,4.009498708208664e-15,3.913500864741581e-15,1169100000000.0,382.27,-28.9,153.77,61452.52,FM,ST94,EUV2017_201_21_41_06_ST94
2837.37,3.703924903656965e-15,3.615243293063817e-15,1080000000000.0,382.36,-28.9,153.85,61465.82,FM,ST94,EUV2017_201_21_41_06_ST94
2851.47,3.4226323845847934e-15,3.340685649640581e-15,997980000000.0,382.45,-28.91,153.94,61479.13,FM,ST94,EUV2017_201_21_41_06_ST94
2865.64,3.161917226088495e-15,3.0862126911788114e-15,921960000000.0,382.53,-28.92,154.02,61492.44,FM,ST94,EUV2017_201_21_41_06_ST94
2879.75,2.9221223841776664e-15,2.852159162427865e-15,852040000000.0,382.62,-28.93,154.1,61505.75,FM,ST94,EUV2017_201_21_41_06_ST94
2893.87,2.700641393179364e-15,2.635981003292623e-15,787460000000.0,382.7,-28.94,154.18,61519.06,FM,ST94,EUV2017_201_21_41_06_ST94
2908.0,2.4959995422523166e-15,2.436238811350847e-15,727790000000.0,382.77,-28.95,154.27,61532.37,FM,ST94,EUV2017_201_21_41_06_ST94
2922.13,2.306996485362932e-15,2.2517609799797854e-15,672680000000.0,382.85,-28.96,154.35,61545.68,FM,ST94,EUV2017_201_21_41_06_ST94
2936.26,2.1323632852756982e-15,2.0813089536068133e-15,621760000000.0,382.92,-28.97,154.43,61559.0,FM,ST94,EUV2017_201_21_41_06_ST94
2950.4,1.971002482759902e-15,1.923811549033987e-15,574710000000.0,382.99,-28.98,154.51,61572.31,FM,ST94,EUV2017_201_21_41_06_ST94
2964.55,1.821919505387709e-15,1.7782980064881684e-15,531240000000.0,383.06,-28.99,154.6,61585.63,FM,ST94,EUV2017_201_21_41_06_ST94
2978.7,1.6841883719332056e-15,1.6438645151460917e-15,491080000000.0,383.13,-29.0,154.68,61598.95,FM,ST94,EUV2017_201_21_41_06_ST94
